Kanton;Woche;endend;Alter;untGrenze;Erwartung;obeGrenze;AnzTF_HR;Exzess
ZH  ;          11;15.03.2020;65+     ;         166;         202;         239;         180;           .
ZH  ;          12;22.03.2020;65+     ;         163;         200;         236;         211;           .
ZH  ;          13;29.03.2020;65+     ;         161;         197;         233;         181;           .
ZH  ;          14;05.04.2020;65+     ;         158;         194;         230;         235;         235
ZH  ;          15;12.04.2020;65+     ;         155;         191;         227;         215;           .
ZH  ;          16;19.04.2020;65+     ;         152;         188;         223;         208;           .
ZH  ;          17;26.04.2020;65+     ;         150;         185;         220;         158;           .
ZH  ;          18;03.05.2020;65+     ;         147;         181;         216;         196;           .
ZH  ;          19;10.05.2020;65+     ;         145;         179;         214;         173;           .
ZH  ;          20;17.05.2020;65+     ;         143;         177;         211;         161;           .
ZH  ;          21;24.05.2020;65+     ;         141;         175;         209;         158;           .
ZH  ;          22;31.05.2020;65+     ;         140;         174;         208;         187;           .
ZH  ;          23;07.06.2020;65+     ;         139;         173;         207;         156;           .
ZH  ;          24;14.06.2020;65+     ;         138;         172;         206;         156;           .
ZH  ;          25;21.06.2020;65+     ;         139;         172;         206;         157;           .
ZH  ;          26;28.06.2020;65+     ;         139;         173;         207;         144;           .
ZH  ;          27;05.07.2020;65+     ;         139;         173;         207;         174;           .
ZH  ;          28;12.07.2020;65+     ;         140;         174;         208;         162;           .
ZH  ;          29;19.07.2020;65+     ;         140;         174;         208;         157;           .
ZH  ;          30;26.07.2020;65+     ;         140;         174;         208;         155;           .
ZH  ;          31;02.08.2020;65+     ;         141;         175;         209;         171;           .
ZH  ;          32;09.08.2020;65+     ;         141;         175;         209;         157;           .
ZH  ;          33;16.08.2020;65+     ;         141;         176;         210;         184;           .
ZH  ;          34;23.08.2020;65+     ;         142;         176;         210;         172;           .
ZH  ;          35;30.08.2020;65+     ;         142;         177;         211;         167;           .
ZH  ;          36;06.09.2020;65+     ;         143;         177;         211;         180;           .
ZH  ;          37;13.09.2020;65+     ;         143;         178;         212;         174;           .
ZH  ;          38;20.09.2020;65+     ;         144;         179;         213;         183;           .
ZH  ;          39;27.09.2020;65+     ;         145;         180;         214;         201;           .
ZH  ;          40;04.10.2020;65+     ;         146;         181;         216;         187;           .
ZH  ;          41;11.10.2020;65+     ;         148;         182;         217;         192;           .
ZH  ;          42;18.10.2020;65+     ;         149;         184;         219;         170;           .
ZH  ;          43;25.10.2020;65+     ;         150;         185;         220;         207;           .
ZH  ;          44;01.11.2020;65+     ;         151;         187;         222;         186;           .
ZH  ;          45;08.11.2020;65+     ;         152;         188;         223;         236;         236
ZH  ;          46;15.11.2020;65+     ;         153;         189;         224;         238;         238
ZH  ;          47;22.11.2020;65+     ;         155;         190;         226;         262;         262
ZH  ;          48;29.11.2020;65+     ;         156;         191;         227;       267.1;       267.1
ZH  ;          49;06.12.2020;65+     ;         157;         192;         228;       285.2;       285.2
ZH  ;          50;13.12.2020;65+     ;         158;         194;         229;       368.3;       368.3
ZH  ;          51;20.12.2020;65+     ;         159;         195;         231;       332.5;       332.5
ZH  ;          52;27.12.2020;65+     ;         160;         196;         232;       291.8;       291.8
ZH  ;          53;03.01.2021;65+     ;         161;         197;         233;           .;           .
#
# Kanton: Wohnkanton
# Woche: Kalenderwoche nach ISO 8601
# Endend: letzter Tag der Woche (Sonntag)
# Alter: Alter in vollendeten Jahren
# AnzTF_HR: Anzahl Todesf�lle in der Schweiz von Personen mit Wohnsitz in der Schweiz, hochgerechnet f�r letzte 40 Tage, vorher: registrierte Daten
# Erwartung: Aufgrund der vorangegangenen Jahre in dieser Kalenderwoche normalerweise erwartete Anzahl Todesf�lle.
# untGrenze: untere Grenze der 99%-Bandbreite des Erwartungswerts
# obeGrenze: obere Grenze der 99%-Bandbreite des Erwartungswerts
